Job_Id,Emp_Type,Job_Title,Company,Date_Posted,Year_Experience,Seniority,Category,Requirements,Min_Salary,Max_Salary,Avg_Salary,Salary_range,Information Technology,Telecommunications,Engineering,Sciences,Finance,Healthcare,Management,Consulting,Logistics,Civil,Others,python,java,scala,hadoop,sql,spark,tensorflow,scikit,linux,pytorch,theano,caffe,Matlab,perl,deep learning,nlp,apache,mapreduce,aws,azure,container,kafka,cassandra,c\++,julia,jupyter,nltk,tableau,power bi,sas,pandas,git,hive,impala,agile,machine learning,bash,natural language,oracle,cloud,flask,golang,optimization,c#,opencv,computer vision,api,jira,unix,docker,keras,qlik,gcp,scrum,airflow,.net,d3.js
MCF-2020-0050071,Permanent,Solutions & Integration Architect,RANDSTAD PTE. LIMITED,Posted 28 Feb 2020,3,Senior Executive,Information Technology,bachelors degree  startup experience preferred  min 3 years of experience in full stack development (java nodejs javascript)  passionate about developing fast and reliable apis  interested in prototyping with the latest technologies and exploring their limits  interested in learning new coding languages,7000.0,8500.0,7750.0,High,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MCF-2020-0049508,Permanent,Technology Manager,SIMPLIFYNEXT PTE. LTD.,Posted 28 Feb 2020,8,Manager,Consulting Information Technology,manage project teams within a technical project supervisor as well as a people manager capacity ensure smooth delivery of projects within timelines and manage resources appropriately build long-term relationship with our clients shape deals with clients and follow up with them to ensure great results thereby improving client relationship / expectations paricipate in project budgeting and staffing activities based on simplifynext s methodology and standards identify and mange new business opportunities for simplifynext contribute to setting the strategic direction for the technology practice within simplifynext   bachelor s degree with 5 to 8 years experience at a consulting or a technology organization excellent communications and inter-personal skills and passion to deliver quality work proficient in vb.net and/or c# with a good understanding of object-oriented programming development lead / development experience with good programming designing coding testing and debugging skills strong logical approach and problem-solving skills experience in leading either a small project or a workstream in a large project including client stakeholder interactions and managing own team,6000.0,12000.0,9000.0,High,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
MCF-2020-0048653,Permanent,Senior Research Scientist in Artificial Intelligence Education Centre (OER),NANYANG TECHNOLOGICAL UNIVERSITY,Posted 27 Feb 2020,3,Professional,Education  Training,cognitive emotional and social learning (cesd) lifelong learning cognition and wellbeing (llcw) learning sciences & innovation (ls&i) schools leadership and system studies (slss) teacher professionalism and learning (tpal)   phd in a relevant discipline (e.g. computer engineering artificial intelligence data mining education technologies) minimum 5 years postdoctoral experience experience in cutting edge scientific research methodologies and addressing intractable challenges in education demonstrable track record in the following areas: research leadership in a research group or center securing large competitive peer-reviewed research grants high quality publications (i.e. quality and impact of academic publisher citations and ranking of journal publications etc.) writing of or contribution towards research proposals which are submitted for peer-reviewed funding processes independence in research (i.e. senior authorship/sole authorship of high-quality publications and invited presentations at conferences) attainment of funding through a competitive peer-reviewed process excellent interpersonal and communication skills and experience working with government stakeholders experience engaging with diverse stakeholders including government stakeholders community organizations and the public   take a leading role in the further development of aied research programmes and in seeking and pursuing appropriate external funding in the area of aied apply for and conduct quality research and work collaboratively to charge new directions for education teaching and learning informed by scientific investigation and analyses disseminate the outcomes of the research including in peer-reviewed academic publications of international standing participate fully in the wider aied research and service activities to oer/nie take responsibility for manage and conduct administrative and management tasks associated with aied. build upon the existing strengths on cognition assessments and learning sciences to enable learning and education programmes. collaborate with ntu and other universities and governmental agencies for securing research funding. identify and build tools and resources including assessment models that can be used for teaching and learning. contribute towards community of educators who can test-bed ideas emerging from aied. contribute towards the establishment of assessment practices that bring about effective learning. work with gpl and ote to develop courses and programmes to ensure that the practices identified by research are effectively integrated. leverage the network of international experts on ai science of learning learning sciences assessment and others to advance aied.   position code (oer srs: aied) in the title resume including a list of your qualifications publications grants and leadership experience previous experience and a brief description of your achievements research statement indicating your research interests and achievements 1 to 3 of your best publications name of 3 referees cover letter addressing how you meet the requirements of this position (optional) any other documents that demonstrate your qualifications,8050.0,16050.0,12050.0,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MCF-2020-0048630,Permanent,Research Scientist in Artificial Intelligence Education Centre (OER),NANYANG TECHNOLOGICAL UNIVERSITY,Posted 27 Feb 2020,3,Professional,Education  Training,cognitive emotional and social learning (cesd) lifelong learning cognition and wellbeing (llcw) learning sciences & innovation (ls&i) schools leadership and system studies (slss) teacher professionalism and learning (tpal)   ph.d. in a relevant discipline (e.g. computer engineering artificial intelligence data mining education technologies) minimum 3 years postdoctoral experience experience in cutting edge scientific research methodologies and addressing intractable challenges in education demonstrable track record in the following areas: grant-winning ability research team participation high quality publications (i.e. quality and impact of academic publisher citations and ranking of journal publications etc.) writing of or contribution towards research proposals which are submitted for peer-reviewed funding processes independence in research (i.e. senior authorship/sole authorship of high-quality publications and invited presentations at conferences) attainment of funding through a competitive peer-reviewed process excellent interpersonal and communication skills and experience working with government stakeholders   take a leading role in the further development of aied research programmes and in seeking and pursuing appropriate external funding in the area of aied apply for and conduct quality research and work collaboratively to charge new directions for education teaching and learning informed by scientific investigation and analyses disseminate the outcomes of the research including in peer-reviewed academic publications of international standing participate fully in the wider aied research and service activities to oer/nie take responsibility for manage and conduct administrative and management tasks associated with aied. build upon the existing strengths on cognition assessments and learning sciences to enable learning and education programmes. collaborate with ntu and other universities and governmental agencies for securing research funding. identify and build tools and resources including assessment models that can be used for teaching and learning. contribute towards community of educators who can test-bed ideas emerging from aied. contribute towards the establishment of assessment practices that bring about effective learning. work with gpl and ote to develop courses and programmes to ensure that the practices identified by research are effectively integrated. leverage the network of international experts on ai science of learning learning sciences assessment and others to advance aied.   position code (oer rs: aied) in the title resume including a list of your qualifications publications grants and leadership experience previous experience and a brief description of your achievements research statement indicating your research interests and achievements 1 to 3 of your best publications name of 3 referees cover letter addressing how you meet the requirements of this position (optional) any other documents that demonstrate your qualifications,4600.0,9200.0,6900.0,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MCF-2020-0048823,Permanent,Solution Architect,SIEMENS MOBILITY PTE. LTD.,Posted 27 Feb 2020,5,Professional,Engineering,actively drive the application integration-development of the rail enterprise asset management system and ensure the successfully implementation translation of business requirements into solution concepts in closed alignment with the business analysts domain experts data scientist and developers to ensure overall consistency of integration design and development ownership of the solution architecture development lifecycle for the rail enterprise asset management system oversight and management of the implementation of the target architecture management of stakeholder expectations and requirements   several years of proficiency in integration solution architecture and development roles full life cycle experience in the field of software development experience of software development methodologies and structured approaches to system development strong experience in big data technologies like hadoop mapreduce kafka hbase cassandra hive presto und spark technical experience and/or knowledge in the following areas: business intelligence data governance data science machine learning artificial intelligence understanding of key devops concepts and tools (automation continuous integration and continuous deployment (cicd) configuration management serverless architecture) ability to clarify complicated technical concerns to non-technical individuals it governance operation and system management knowledge in-depth expertise in software hardware systems engineering and it security aspects organizational project and program management planning skills,9500.0,13000.0,11250.0,High,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCF-2020-0048242,Permanent,Lead Data Engineer,JEWEL PAYMENTECH PTE. LTD.,Posted 27 Feb 2020,10,Professional,Information Technology,be accountable to accurately capture/analyse business and functional requirements and lead the design/architecture of solutions to meet those requirements. lead technical solutions designing and ensure end-to-end from conceptualisation to deployment as well as maintenance of the design based on sound best practices. be accountable for delivery of clear & concise documentation for solutions/code. contribute actively within development team to build better code and ensuring development are based off the companys development frameworks practices and guidelines. continuously improve own and team knowledge on latest relevant technologies. contribute and develop code by using best software development practices/security standards. be a strong team-player be excellent in english both written and spoken.   10+ years of experience building highly scalable low latency fault tolerant systems. b.sc. masters or equivalent experience in a quantitative field (computer science mathematics engineering artificial intelligence etc.). hands on knowledge of at least 2 programming languages of python/java/scala. in depth knowledge of at least 2 of hadoop/spark/storm/flink/kafka. in depth knowledge of at least two nosql database (hbase/cassandra/dynamodb/neo4j/mongo/memcachedb) good knowledge of at least some machine learning algorithms like logistic regression/ svm/ random forests. knowledge of advanced data structures and algorithms.   knowledge of large scale ml systems like tensorflow/pytorch knowledge of advanced machine learning algorithms like cnn/rnn knowledge of cloud environments like aws/gcp. knowledge of indexing systems like elastic search/solr/lucene. knowledge of arango db proficient in using ci/cd and knowledge of jenkins/sonarqube/ansible.   a master problem solver and able to use own initiative to develop suitable solutions. a strong communicator with the ability to convey information to others in a simple and unambiguous way. an innovative original thinker approach to job responsibilities methods and processes. an energetic person who can be trusted to get a job done. prior working experience in start-up environment,8500.0,11000.0,9750.0,High,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
MCF-2020-0047979,Permanent,Project Manager,HUDSON RPO (SINGAPORE) PTE. LTD.,Posted 26 Feb 2020,5,Manager,Others,manage medium to large scale projects managing strategic initiatives by undertaking all aspects of project management from planning research and analysis conducting discovery workshops design and testing implementation and control benefit tracking and overall project discipline in managing cost and timeline. develop prepare and deliver appropriate management information and reports to project board business sponsors stakeholders and steering committee for regular updates and to support decision making. managing relationships and coordination of work within the project team. procure the support of enabling department such as it and finance for the success of the project as assigned in order to meet operational and/or strategic requirements   university degree and its equivalent at least 5 years of experience in project management with good it knowledge experience in handling large scale projects experience with artificial intelligence offerings   experience in insurance or financial industry pmp prince2,7000.0,13000.0,10000.0,High,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCF-2020-0047963,Contract,Project Manager,HUDSON RPO (SINGAPORE) PTE. LTD.,Posted 26 Feb 2020,5,Manager,Others,manage medium to large scale projects managing strategic initiatives by undertaking all aspects of project management from planning research and analysis conducting discovery workshops design and testing implementation and control benefit tracking and overall project discipline in managing cost and timeline. develop prepare and deliver appropriate management information and reports to project board business sponsors stakeholders and steering committee for regular updates and to support decision making. managing relationships and coordination of work within the project team. procure the support of enabling department such as it and finance for the success of the project as assigned in order to meet operational and/or strategic requirements   university degree and its equivalent at least 5 years of experience in project management with good it knowledge experience in handling large scale projects experience with artificial intelligence offerings   experience in insurance or financial industry pmp prince2,7000.0,13000.0,10000.0,High,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCF-2020-0052915,Permanent,Sen. Risk Management Data Scientist #147467,CREDIT SUISSE SERVICES AG,Posted 03 Mar 2020,5,Manager,Banking  Finance Information Technology,a department which values diversity and inclusion (d&i) and is committed to realizing the firms d&i ambition which is an integral part of our global conduct and ethics standards. opportunity to become part of highly motivated analytics team for credit suisse based in singapore focusing on building and driving analytical capabilities in creating forward looking and externally aware predictive risk based return insights. building capability and analytics talent who can conduct rapid diagnostics inject analytical rigor to risk monitoring solutions. developing the analytic solution suites and partner with it to develop associated infrastructure that can be used cross regions and businesses. developing consistent and scalable analytical approaches (descriptive analytics statistical predictive modeling and machine learning) appropriate for specific markets product lines and risk types. responsibility for developing maintaining and extracting knowledge from strategic internal and external data sets. studying fundamental and high impact business questions that directly affect the direction of the company and the industry at large. developing and designing algorithms building prototype versions running multiple validations with business experts and working on their operationalization. collaboratively work in a team with a strong team spirit in a fast paced dynamic and flexible working environment.   at least 5 years financial industry experience in risk-related discipline (market/credit/enterprise). experience covering multiple risk types will be added advantage. hold a phd or masters degree in a quantitative field (e.g. data science machine learning statistics mathematics and physics) computer science or an equivalent education at least 3-5 years of experience in applying statistical modelling machine learning and / or exploratory analysis to large datasets: classification machine learning algorithms both supervised and unsupervised with experience in natural language processing (nlp) and/or knowledge extraction from unstructured data being mandatory. proficient in at least one of the following: python pyspark sql and have experience in using big data platforms including the development of big data pipelines relational database programming and distributed data processing at scale e.g. spark or hive. outstanding written verbal communication skills and business partner management capabilities ability to effectively collaborate and build positive relationships across all levels while maintaining integrity responsibility and confidentiality required when dealing with sensitive data. experience leading a team and possess experience as an ambitious individual and who can contribute in a highly collaborative environment to achieve success for the team. high level of integrity sense of urgency attention to detail and quality standards. you should be able to take on added responsibilities as required and become a knowledge carrier within the team. understand the value of diversity in the workplace and is dedicated to fostering an inclusive culture in all aspects of working life so that people from all backgrounds receive equal treatment realize their full potential and can bring their full authentic selves to work. this should be further elaborated on in your application.,9000.0,15000.0,12000.0,High,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
MCF-2020-0052338,Permanent,Senior Data Scientist (188079),SIEMENS MOBILITY PTE. LTD.,Posted 03 Mar 2020,4,Senior Executive,Engineering Information Technology,collaborate with product owners to develop a product data-driven strategy. understand the competitive marketplace business issues and data challenges in order to deliver actionable insights recommendations and business processes. work in a collaborative team environment with other highly skilled specialists in statistics machine learning and software engineering. research new modeling algorithms languages packages and statistical tools to enhance the overall productivity of the team. design and implement experiments to test various hypotheses. drive and lead data science related products. communicate complex solutions in a clear and understandable way to both experts and non-experts. promote a data-driven customer centric culture at siemens.   minimum 4 years of experience in a relevant role. strong knowledge and proven hands-on experience in personalization and information retrieval projects. experience collaborating with developers ux experts product owners etc. strong working knowledge of python hadoop. spark sql or r. working experience with cloud services such as aws or azure. exposure/ experience to tools & infrastructure such as jenkins github eclipseexperience working in an agile development environment excellent communication skills the ability to convey complex analysis results clearly and with conviction to all levels of technical and non-technical stakeholders. interest and experience in coaching mentoring and the ability to grow into a leadership role. promote communication and collaboration. transfer knowledge to younger data scientists. ms or phd in a quantitative discipline: computer science statistics applied mathematics operations research engineering economics etc.,7000.0,10500.0,8750.0,High,1,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCF-2020-0052744,Contract,DATABASE CONSULTANT,CAPITA PTE. LTD.,Posted 03 Mar 2020,5,Senior Executive,Information Technology,design and implement scalable and robust software platform for ingesting and transforming telco networkdatasets in (near) real-timeand visualizing the data insights through aninteractive dashboard using a variety of open-source and proprietary big datatechnologies collaborate with product management sales and marketing and solution delivery teams to ensure customer requirements are wellmanaged and reflected in product releases support the deployment of software within clients  it environment working closely with senior data engineers and data scientists to build clientss data science and machine learning algorithms into products degreequalified in computer science computer engineering orequivalent demonstrated practical in-depth knowledge of data integration metadata and bianalytics tools frequently used by telcos experience in active commercial deployment of emerging big datatechnologies and real-time analytics good understanding of telco data models. knowledge about telco network capabilities sql and relational database management system parallel programming (hadoop hdfs hbase hive spark etc.) graph-based database programming (neo4j) java python amazon aws agile software development practices mobile appprogramming (ios and android),6000.0,9000.0,7500.0,High,1,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
MCF-2020-0052154,Permanent,IT Senior Software Engineer,POWERTECH TECHNOLOGY (SINGAPORE) PTE. LTD.,Posted 03 Mar 2020,5,Senior Executive,Information Technology,plan design and develop it systems for semicon production processes collect user requirements for new it solutions and enhancement of existing users project design by creating new system architecture data flows and table schema engage in all phases of software development life cycle to work on modules of large scale systems provide troubleshooting & helpdesk function to ensure the smooth operation of the mes it system software development using c# vb.net jquery asp.net oracle and mssql to enhance the current mes system it internal testing and user acceptance testing before releasing new program to the live environment follow professional project management methodologies at all time to deliver project quality to users other duties as assigned by the it manager including the possibility to learn other it disciplines   bachelors or master in engineering data science  computer science computer engineering or related field of study 5  10 years of software development experience in semicon industry with experience on leading and developing large scale projects experienced in database and data structure design in oracle and mssql databases have semiconductor turnkey process and data flow experience and able to define system requirements must possess good programming experience to create new system architecture from experience good team worker and able to guide junior team members,4000.0,5100.0,4550.0,Med,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
MCF-2020-0052028,Permanent,Data Scientist,GO-JEK SINGAPORE PTE. LTD.,Posted 02 Mar 2020,4,Senior Executive,Engineering Information Technology,selecting features building and optimizing machine learning models. data mining using state-of-the-art methods. extending companys data with third party sources of information when needed. enhancing data collection procedures to include information that is relevant for building analytic systems. processing cleansing and verifying the integrity of data used for analysis. doing ad-hoc analysis and presenting results in a clear manner. building continuous deployments and productionizing machine learning models. a/b testing for models evaluation.   at least 4years of experience in a data science role working with large data sets. self-driven and entrepreneurial with a strong sense of ownership. excellent understanding of machine learning techniques and algorithms. experience with common data science toolkits such as scikit-learn r weka matlab etc. great communication skills. possess good understanding of design thinking solid cs fundamentals. strong applied statistics skills such as distributions statistical testing regression etc. strong programming skills. experienced with python r  golang scala r and shell. ability to whiteboard some theory while at the same time rolling up your sleeves and get coding. ability to work independently to solve problems and develop solutions. experience with experimenting on different modelling techniques (supervised and unsupervised learning) and develop data visualisation for data stories. kaggle/hackathon experience a plus. prior experience being a founder is a huge plus.,8000.0,15000.0,11500.0,High,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCF-2020-0051194,Contract Permanent,IT - Data & Analytics Software Engineer,NTT DATA SINGAPORE PTE. LTD.,Posted 02 Mar 2020,3,Executive,Information Technology,gather business requirements from clients or business analysts design & develop solutions based on requirements maintain a high standard of delivery quality innovate and look for new solutions/components build pocs to demonstrate new usage and present them in senior audience elaborate project documentations (design documents deployment guide ) maintenance of existing bi projects interact and provide reporting to project managers continous improvement capability to be force of proposal regarding the continuous improvement (such as automation testing auto packaging)   knowledge in microsoft sql server (2014- 2017) knowledge in writing sql queries and optimization knowledge in database engine and data model knowledge in ssrs (2014 and 2017) and powerbi knowledge ssis (2014 and 2017) knowledge of biml is a plus   exposure to other data visualization tools (tableau qlik) exposure to data analytics data science (python spark etc) exposure on development on .net (2.0 to 4.5)   proactive style of working strong communication (written and verbal) and organizational skills strong desire to keep abreast of emerging technologies team player mindset understanding and respect of cultural diversity,5000.0,8500.0,6750.0,High,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0
MCF-2020-0050645,Permanent,Head of Data Engineering,STAFFONDEMAND PTE. LTD.,Posted 29 Feb 2020,8,Senior Management,General Management Information Technology,highly experienced in architecting data solutions with the latest hardware and software engineering competencies. focus will be on cloud based dwh architecture latest dwh technologies bi tools and cloud capabilities. demonstrated experience of moving data from existing platforms to cloud architecture. worked closely with business stakeholders data science and product teams to deploy reporting and analytics solutions leveraging tools such as bigquery google data studio hadoop spark hana and tableau must have worked on new e-biz enabled business models and how data is architected in these areas especially customer and products. managed and rolled-out data governance standards data protocols data security and privacy disciplines. worked closely with product vendors to deliver high quality solutions leveraging latest technical advancements and negotiating optimal pricing. managed budgets and drive financial discipline to achieve business outcomes in a profitable manner,13000.0,20000.0,16500.0,High,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCF-2020-0050648,Permanent,User Research Lead (Fairprice),STAFFONDEMAND PTE. LTD.,Posted 29 Feb 2020,7,Manager,Engineering,both a lead and a practitioner - lead a team of researchers to explore opportunities generate product and service ideas evaluate designs-in-progress and conduct causal research to explain the behaviour found in our research data gathered from stores to online e-commerce guide team members to help them work effectively with product and cross functional teams be a thought leader in research to help guide team members and stakeholders moving towards a customer data informed organisation design and conduct generative and evaluative user research using qualitative (field observations remote and in-person usability studies and interviews) and quantitative methods (surveys). triangulate qualitative research with inputs from data science surveys market research and secondary data collaborate closely with other researchers designers product managers data scientists marketing and operations managers and engineers to ensure research you deliver is integrated into every aspect of the product and provides a holistic view of our users present research findings and recommendations to project stakeholders through written reports and oral presentations and demonstrate impact demonstrate strong analytical and problem solving skills and the ability to quickly develop recommendations based on quantitative and qualitative evidence build customer empathy across the organisation to improve the products we build for our customers and always champion for our users. deliver high quality work with light managerial supervision. ability to focus on business goals and align it with research findings with the goal to create impact for your team s effort   ba/bs in computer science human-computer interaction cognitive science experimental psychology anthropology information science or a related field or equivalent practical experience. a minimum 7 years of work experience in a product development research setting. minimum 2 years of managing a team experience working across the full product lifecycle organized detail oriented and able to work independently on multiple projects at once. strong oral and written communication skills. excellent assessment and analysis skills self starter able to take initiative keeping relevant partners in the loop familiarity with a programming language commonly used for data manipulation and computational statistics (such as python r matlab c++ java or go) and in sql. experience with remote usability testing tools.,6000.0,12000.0,9000.0,High,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCF-2020-0050254,Permanent,AVP Enterprise Data Governance,SCIENTE INTERNATIONAL PTE. LTD.,Posted 28 Feb 2020,10,Manager,Insurance,degree in computer science engineering information technology statistics from a reputed institute minimum 6years of working experience with at least 2 years of hands-on experience in data governance data quality or data management solid knowledge of the industry standards and its challenges in the use of data and information strong understanding of various data management disciplines like master/reference data management data quality management strong experience in change management and organizational transformation programs keen interest in business process modeling and re-engineering understanding architecturaldiagrams and be updated on various data and technology landscape.   six sigma certification knowledge of data science or data analytics experience in insurance industry.   develop and maintain data governance framework and policies as perthe organizations strategic objectives and business needs work with key partners todefine data standards and guidelines across various data management disciplines manage the standard information architecture best practices in accordance with enterprises overall architecture strategize communication strategy and publish data governance policies & guidelines to raise user awareness and facilitate self-service ensure proper answerabilities across all the technical stakeholders to support the data stewardship program involve in root cause analysis of data incidents and provide recommendations for corrective & preventive actions involved in risk evaluation and suggesting effective risk controls fordata actively involved in supporting the data governance committee and data governance working group as a member of the secretariat.,5000.0,10000.0,7500.0,High,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCF-2020-0050299,Permanent,DATA ENGINEER,MAGRATH (SINGAPORE) PTE. LTD.,Posted 28 Feb 2020,5,Professional,Banking  Finance,gather and process raw data at scale (including writing scripts web scraping calling apis write sql queries etc.). process unstructured data into a form suitable for analysis. monitoring performance and advising any necessary infrastructure changes. implement data microservices. collaborate closely with teammates to ensure consistency and maximize re-use of software components.   bachelors degree in computer science engineering or related subject. experience with data mining applications preferably for finance-related applications proficiency with python and c++ development. experience with sql and nosql technologies. experience developing scripting debugging and performance tools on unix/linux based development environment. critical thinking: ability to track down complex data and engineering issues evaluate different algorithmic approaches and analyze data to solve problems. self-starter: ability to rapidly learn and apply new technologies as warranted by projects.   team player with excellent communication skills. capable of developing industrial strength software components with colleagues across the globe. knowledge and/or interest in trading and financial markets. experience with highly available distributed systems. experience with web application development experience with real-time high performance software applications. experience with large datasets such as web traffic weather wikipedia credit card transactions etc. exposure to kdb+ database and q scripting.,10000.0,14000.0,12000.0,High,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0
JOB-2019-0225564,Permanent,Assistant Director Strategic Planning and Policy (Data & Statistical Analysis),INTELLECTUAL PROPERTY OFFICE OF SINGAPORE,Posted 28 Feb 2020,3,Manager,Public  Civil Service,plan coordinate and deliver a range of economic research and statistical analysis to support policy formulation shape organisational directions by undertaking practiceoriented and quantitative research and framing ip narratives in the innovation ecosystem (including through data visualisation and infographics) support national and crossagency efforts to grow singapores innovation ecosystem and build a vibrant intangible assets and ip marketplace.   a good degree in an economics data science statistics mathematics or related field at least 35 years of relevant experience in data and/or statistical analysis the capacity to (a) generate new ideas/insights (b) challenge established assumptions and (c) arrive at practical solutions the ability to articulate and write clearly the willingness to experiment and take risks and a good team player.,4600.0,7600.0,6100.0,High,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MCF-2020-0050052,Permanent,Lead Product Manager - Grablink,GRABLINK PTE. LTD.,Posted 28 Feb 2020,3,Professional,Engineering,in this role you will be open to healthy dose of creativity to define a vision for your product and be responsible for the strategy roadmap and feature definition of a product.  you will be the leader at the forefront as this role would require strong collaboration across various team and be the focal point for all stakeholders nearly in all functions.    shape the overall product vision and roadmap to take grab from a start-up to a regional powerhouse.  collaborate with engineering and design to define an ambitious strategy develop and maintain a prioritized product backlog and execute on delivering great experiences for users.  define and communicate product requirements and specifications by thinking creatively and rigorously about how to solve problems that have never been solved before at this scale.  ensure strong collaboration and communication across the company and serve as a primary point of contact for internal stakeholders across nearly all functions in the company - marketing sales operations data science engineering content customer service payments and it.  collect data user feedback and market research and use that to inform product development.    3+ years in a senior product management experience at a tech software company  masters in computer science software engineering information technology business finance economics or related fields  strong analytical skills and creative problem solving skills  strong business acumen be customer focused team and results-oriented  strong interest in logistics pricing marketplaces or supply-demand economics  programming experience avid grab user consumer tech experience  payments experience would be a plus,12000.0,18000.0,15000.0,High,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
