Job_Id,Emp_Type,Job_Title,Company,Date_Posted,Year_Experience,Seniority,Category,Requirements,Min_Salary,Max_Salary,Avg_Salary,Salary_range,Qualification,New_Skills
MCF-2020-0050071,Permanent,Solutions & Integration Architect,RANDSTAD PTE. LIMITED,Posted 28 Feb 2020,3,Senior Executive,Information Technology,Bachelors degree Startup preferred Min 3 Full Stack Development (Java NodeJS JavaScript) Passionate developing fast reliable APIs Interested prototyping latest technologies exploring limits Interested learning new coding languages,7000.0,8500.0,7750.0,High,%degree,%java%api
MCF-2020-0049508,Permanent,Technology Manager,SIMPLIFYNEXT PTE. LTD.,Posted 28 Feb 2020,8,Manager,Consulting Information Technology,Manage project teams within technical project supervisor well people manager capacity Ensure smooth delivery projects within timelines manage resources appropriately Build long-term relationship clients Shape deals clients follow ensure great results improving client relationship / expectations Paricipate project budgeting staffing activities based SimplifyNext methodology standards Identify new business opportunities SimplifyNext Contribute setting strategic direction Technology practice within SimplifyNext Bachelor Degree 5 8 consulting technology organization Excellent communications inter-personal passion deliver quality Proficient VB.NET / C# understanding object-oriented programming Development Lead / Development Experience programming designing coding testing debugging Strong approach problem-solving Experience leading either small project large project including client stakeholder interactions managing,6000.0,12000.0,9000.0,High,%degree%business,%c#%.net
MCF-2020-0048653,Permanent,Senior Research Scientist in Artificial Intelligence Education Centre (OER),NANYANG TECHNOLOGICAL UNIVERSITY,Posted 27 Feb 2020,3,Professional,Education  Training,Cognitive Emotional Social Learning (CESD) Lifelong Learning Cognition Wellbeing (LLCW) Learning Sciences & Innovation (LS&I) Schools Leadership System Studies (SLSS) Teacher Professionalism Learning (TPAL) PhD relevant discipline (e.g. computer engineering artificial intelligence data mining education technologies) Minimum 5 postdoctoral Experience cutting edge scientific research methodologies addressing intractable challenges education Demonstrable track record : Research leadership research group center Securing large competitive peer-reviewed research grants High quality publications ( .e. quality impact academic publisher citations ranking journal publications .) Writing contribution towards research proposals submitted peer-reviewed funding processes Independence research ( .e. senior authorship/sole authorship high-quality publications invited presentations conferences) Attainment funding competitive peer-reviewed process Excellent interpersonal communication Experience working Government stakeholders Experience engaging diverse stakeholders including Government stakeholders Community Organizations Public Take leading role development AIED research programmes seeking pursuing appropriate external funding area AIED Apply conduct quality research collaboratively charge new directions education teaching learning informed scientific investigation analyses Disseminate outcomes research including peer-reviewed academic publications international standing Participate fully wider AIED research service activities OER/NIE Take responsibility manage conduct administrative management tasks associated AIED. Build upon existing strengths cognition assessments learning sciences enable learning education programmes. Collaborate NTU universities governmental agencies securing research funding. Identify build tools resources including assessment models used teaching learning. Contribute towards community educators test-bed ideas emerging AIED. Contribute towards establishment assessment practices bring effective learning. Work GPL OTE develop courses programmes ensure practices identified research effectively integrated. Leverage network international experts AI science learning learning sciences assessment others advance AIED. Position code (OER SRS: AIED) title Resume including list qualifications publications grants leadership previous brief description achievements Research statement indicating research interests achievements 1 3 best publications Name 3 referees Cover letter addressing meet requirements position (optional) Any documents demonstrate qualifications,8050.0,16050.0,12050.0,High,phd%doctor%engineering%computer engineering,%.net
MCF-2020-0048630,Permanent,Research Scientist in Artificial Intelligence Education Centre (OER),NANYANG TECHNOLOGICAL UNIVERSITY,Posted 27 Feb 2020,3,Professional,Education  Training,Cognitive Emotional Social Learning (CESD) Lifelong Learning Cognition Wellbeing (LLCW) Learning Sciences & Innovation (LS&I) Schools Leadership System Studies (SLSS) Teacher Professionalism Learning (TPAL) Ph.D. relevant discipline (e.g. computer engineering artificial intelligence data mining education technologies) Minimum 3 postdoctoral Experience cutting edge scientific research methodologies addressing intractable challenges education Demonstrable track record : Grant- Research participation High quality publications ( .e. quality impact academic publisher citations ranking journal publications .) Writing contribution towards research proposals submitted peer-reviewed funding processes Independence research ( .e. senior authorship/sole authorship high-quality publications invited presentations conferences) Attainment funding competitive peer-reviewed process Excellent interpersonal communication Experience working Government stakeholders Take leading role development AIED research programmes seeking pursuing appropriate external funding area AIED Apply conduct quality research collaboratively charge new directions education teaching learning informed scientific investigation analyses Disseminate outcomes research including peer-reviewed academic publications international standing Participate fully wider AIED research service activities OER/NIE Take responsibility manage conduct administrative management tasks associated AIED. Build upon existing strengths cognition assessments learning sciences enable learning education programmes. Collaborate NTU universities governmental agencies securing research funding. Identify build tools resources including assessment models used teaching learning. Contribute towards community educators test-bed ideas emerging AIED. Contribute towards establishment assessment practices bring effective learning. Work GPL OTE develop courses programmes ensure practices identified research effectively integrated. Leverage network international experts AI science learning learning sciences assessment others advance AIED. Position code (OER RS: AIED) title Resume including list qualifications publications grants leadership previous brief description achievements Research statement indicating research interests achievements 1 3 best publications Name 3 referees Cover letter addressing meet requirements position (optional) Any documents demonstrate qualifications,4600.0,9200.0,6900.0,High,%doctor%engineering%computer engineering%ph.d,%.net
MCF-2020-0048823,Permanent,Solution Architect,SIEMENS MOBILITY PTE. LTD.,Posted 27 Feb 2020,5,Professional,Engineering,Actively drive application integration-development Rail Enterprise Asset Management System ensure successfully implementation Translation business requirements solution concepts alignment Business Analysts Domain Experts Data Scientist Developers ensure overall consistency integration development Ownership solution architecture development lifecycle Rail Enterprise Asset Management System Oversight management implementation architecture Management stakeholder expectations requirements Several proficiency integration solution architecture development roles Full life cycle field software development Experience software development methodologies structured approaches system development Strong Experience Big Data Technologies like Hadoop MapReduce Kafka HBase Cassandra Hive Presto Spark Technical / : Business Intelligence Data Governance Data Science Machine Learning Artificial Intelligence Understanding key DevOps concepts tools (automation continuous integration continuous deployment (CICD) configuration management architecture) Ability complicated technical concerns non-technical individuals IT governance operation system management In-depth expertise software hardware systems engineering IT security aspects Organizational project program management planning,9500.0,13000.0,11250.0,High,%engineering%business,%hadoop%spark%mapreduce%kafka%cassandra%hive%machine learning
MCF-2020-0048242,Permanent,Lead Data Engineer,JEWEL PAYMENTECH PTE. LTD.,Posted 27 Feb 2020,10,Professional,Information Technology,Be accountable accurately capture/analyse business functional requirements lead /architecture solutions meet requirements. Lead technical solutions designing ensure end- -end deployment well maintenance based sound best practices. Be accountable delivery clear & concise documentation solutions/code. Contribute actively within development build better code ensuring development based companys development frameworks practices guidelines. Continuously improve latest relevant technologies. Contribute develop code best software development practices/security standards. Be strong -player Be excellent English written spoken. 10+ building highly scalable low latency fault tolerant systems. B.Sc. Masters equivalent quantitative field (Computer Science Mathematics Engineering Artificial Intelligence .). Hands 2 programming languages Python/Java/Scala. In depth 2 Hadoop/Spark/Storm/Flink/Kafka. In depth two NoSQL database (HBase/Cassandra/DynamoDB/Neo4j/Mongo/MemcacheDB) Good machine learning algorithms like logistic regression/ SVM/ Random Forests. Knowledge advanced data structures algorithms. Knowledge large scale ML systems like Tensorflow/pytorch Knowledge advanced machine learning algorithms like CNN/RNN Knowledge Cloud environments like AWS/GCP. Knowledge indexing systems like Elastic search/Solr/Lucene. Knowledge Arango DB Proficient CI/CD Jenkins/SonarQube/Ansible. A master problem solver use initiative develop suitable solutions. A strong communicator convey information others simple way. An innovative original thinker approach job responsibilities methods processes. An energetic person trusted get job done. Prior working start- environment,8500.0,11000.0,9750.0,High,%master%computer science%engineering%math%business,python%java%scala%hadoop%sql%spark%tensorflow%pytorch%aws%kafka%cassandra%machine learning%cloud%gcp
MCF-2020-0047979,Permanent,Project Manager,HUDSON RPO (SINGAPORE) PTE. LTD.,Posted 26 Feb 2020,5,Manager,Others,Manage Medium Large scale projects Managing Strategic Initiatives undertaking aspects project management planning research analysis conducting discovery workshops testing implementation control benefit tracking overall project discipline managing cost timeline. Develop prepare deliver appropriate Management Information reports project board business sponsors stakeholders steering committee regular updates support decision making. Managing relationships coordination within project . Procure support enabling department IT Finance success project As assigned order meet operational / strategic requirements University Degree equivalent At 5 project management IT Experience handling large scale projects Experience Artificial Intelligence offerings Experience insurance financial industry PMP Prince2,7000.0,13000.0,10000.0,High,%degree%business,
MCF-2020-0047963,Contract,Project Manager,HUDSON RPO (SINGAPORE) PTE. LTD.,Posted 26 Feb 2020,5,Manager,Others,Manage Medium Large scale projects Managing Strategic Initiatives undertaking aspects project management planning research analysis conducting discovery workshops testing implementation control benefit tracking overall project discipline managing cost timeline. Develop prepare deliver appropriate Management Information reports project board business sponsors stakeholders steering committee regular updates support decision making. Managing relationships coordination within project . Procure support enabling department IT Finance success project As assigned order meet operational / strategic requirements University Degree equivalent At 5 project management IT Experience handling large scale projects Experience Artificial Intelligence offerings Experience insurance financial industry PMP Prince2,7000.0,13000.0,10000.0,High,%degree%business,
MCF-2020-0052915,Permanent,Sen. Risk Management Data Scientist #147467,CREDIT SUISSE SERVICES AG,Posted 03 Mar 2020,5,Manager,Banking  Finance Information Technology,A department Diversity Inclusion (D&I) firms D&I part Global Conduct Ethics Standards. Opportunity become part highly motivated Analytics Credit Suisse based Singapore focusing building driving analytical capabilities creating forward looking externally aware predictive risk based return insights. Building capability analytics talent conduct rapid diagnostics analytical risk monitoring solutions. Developing analytic solution suites partner IT develop associated infrastructure used cross regions businesses. Developing consistent scalable analytical approaches (descriptive analytics statistical predictive modeling machine learning) appropriate specific markets product lines risk types. Responsibility developing maintaining extracting strategic internal external data sets. Studying fundamental high impact business questions directly direction company industry large. Developing designing algorithms building prototype versions running multiple business experts working operationalization. Collaboratively strong spirit fast paced dynamic flexible working environment. At 5 financial industry risk- discipline (market/credit/enterprise). Experience covering multiple risk types . Hold PhD Masters degree quantitative field (e.g. Data Science Machine Learning Statistics Mathematics Physics) Computer Science equivalent education At 3-5 applying statistical modelling machine learning / exploratory analysis large datasets: classification Machine Learning algorithms Supervised Unsupervised Experience Natural Language Processing (NLP) / extraction unstructured data mandatory. Proficient one : Python PySpark SQL big data platforms including development big data pipelines relational database programming distributed data processing scale e.g. Spark Hive. Outstanding written verbal communication business partner management capabilities effectively collaborate build positive relationships across levels maintaining integrity responsibility confidentiality required dealing data. Experience leading possess ambitious individual contribute highly collaborative environment achieve success . High level integrity sense urgency attention detail quality standards. You responsibilities required become within . Understand value diversity workplace dedicated culture aspects working life people backgrounds receive treatment realize full potential bring full . This application.,9000.0,15000.0,12000.0,High,phd%master%degree%computer science%statistic%math%business,python%scala%sql%spark%nlp%hive%machine learning%natural language%api
MCF-2020-0052338,Permanent,Senior Data Scientist (188079),SIEMENS MOBILITY PTE. LTD.,Posted 03 Mar 2020,4,Senior Executive,Engineering Information Technology,Collaborate Product Owners develop product data-driven strategy. Understand competitive marketplace business issues data challenges order deliver actionable insights recommendations business processes. Work collaborative environment highly skilled statistics machine learning software engineering. Research new modeling algorithms languages packages statistical tools enhance overall productivity . Design implement experiments test various hypotheses. Drive lead data science products. Communicate complex solutions clear understandable way experts non-experts. Promote Data-driven customer centric culture Siemens. Minimum 4 relevant role. Strong proven - information retrieval projects. Experience collaborating Developers UX Experts Product Owners . Strong working Python Hadoop. Spark SQL R. Working cloud services AWS Azure. Exposure/ tools & Infrastructure Jenkins GITHUB EclipseExperience working Agile development environment Excellent communication convey complex analysis results clearly levels technical non-technical stakeholders. Interest coaching mentoring grow leadership role. Promote communication collaboration. Transfer data scientists. MS PhD quantitative discipline: Computer Science Statistics Applied Mathematics Operations Research Engineering Economics .,7000.0,10500.0,8750.0,High,phd%computer science%engineering%statistic%math%business,python%hadoop%sql%spark%aws%azure%git%agile%machine learning%cloud
MCF-2020-0052744,Contract,DATABASE CONSULTANT,CAPITA PTE. LTD.,Posted 03 Mar 2020,5,Senior Executive,Information Technology,Design implement scalable robust software platform ingesting transforming telco (near) real- visualizing data insights dashboard variety open-source Big Datatechnologies Collaborate product management sales marketing solution delivery teams ensure customer requirements product releases Support deployment software within clients IT environment working closely senior data engineers data scientists build data science machine learning algorithms products Degreequalified Computer Science Computer Engineering Demonstrated practical -depth data integration metadata BIanalytics tools used telcos Experience active commercial deployment emerging Big Datatechnologies real-time analytics Good understanding Telco data models. Knowledge telco network capabilities SQL Relational Database Management System Parallel programming (Hadoop HDFS HBase Hive Spark .) Graph-based database programming (Neo4j) Java Python Amazon AWS Agile software development practices Mobile (iOS Android),6000.0,9000.0,7500.0,High,%degree%computer science%engineering%computer engineering,python%java%scala%hadoop%sql%spark%aws%hive%agile%machine learning%.net
MCF-2020-0052154,Permanent,IT Senior Software Engineer,POWERTECH TECHNOLOGY (SINGAPORE) PTE. LTD.,Posted 03 Mar 2020,5,Senior Executive,Information Technology,Plan Design Develop IT Systems semicon production processes Collect user requirements new IT solutions enhancement existing users Project creating new system architecture data flows schema Engage phases software development life cycle modules large scale systems Provide troubleshooting & function ensure smooth operation MES IT system Software development C# VB.NET Jquery ASP.NET Oracle MSSQL enhance current MES system IT internal testing user acceptance testing releasing new program live environment Follow professional project management methodologies time deliver project quality users Other duties assigned IT manager including learn IT disciplines Bachelors Master Engineering Data Science Computer Science Computer Engineering field study 5 10 software development semicon industry leading developing large scale projects Experienced database data structure Oracle MSSQL databases Have semiconductor process data flow define system requirements Must possess programming create new system architecture Good guide junior members,4000.0,5100.0,4550.0,Med,%master%computer science%engineering%computer engineering,%sql%oracle%c#%.net
MCF-2020-0052028,Permanent,Data Scientist,GO-JEK SINGAPORE PTE. LTD.,Posted 02 Mar 2020,4,Senior Executive,Engineering Information Technology,Selecting features building optimizing machine learning models. Data mining state- - -art methods. Extending companys data third party sources information needed. Enhancing data collection procedures include information relevant building analytic systems. Processing cleansing verifying integrity data used analysis. Doing ad-hoc analysis presenting results clear manner. Building continuous deployments machine learning models. A/B Testing models evaluation. At data science role working large data sets. Self-driven entrepreneurial strong sense ownership. Excellent understanding machine learning techniques algorithms. Experience common data science toolkits Scikit-Learn R Weka MatLab . Great communication . Possess understanding thinking solid CS fundamentals. Strong applied statistics distributions statistical testing regression . Strong programming . Experienced Python R Golang Scala R Shell. Ability theory time sleeves get coding. Ability independently solve problems develop solutions. Experience different modelling techniques (supervised unsupervised learning) develop data visualisation data stories. Kaggle/Hackathon plus. Prior huge plus.,8000.0,15000.0,11500.0,High,%statistic,python%scala%scikit%machine learning%golang
MCF-2020-0051194,Contract Permanent,IT - Data & Analytics Software Engineer,NTT DATA SINGAPORE PTE. LTD.,Posted 02 Mar 2020,3,Executive,Information Technology,Gather business requirements Clients Business Analysts Design & Develop solutions based requirements Maintain high standard delivery quality Innovate look new solutions/components Build POCs demonstrate new usage present senior audience Elaborate project documentations (Design documents deployment guide ) Maintenance existing BI projects Interact provide reporting project managers Continous Improvement Capability force proposal regarding continuous improvement ( automation testing auto ) Knowledge Microsoft SQL Server (2014- 2017) Knowledge writing SQL queries optimization Knowledge database engine data model Knowledge SSRS (2014 2017) PowerBI Knowledge SSIS (2014 2017) Knowledge BIML plus Exposure data visualization tools (Tableau Qlik) Exposure data analytics data science (Python Spark ) Exposure development .Net (2.0 4.5) Proactive style working Strong communication (written verbal) organizational Strong desire keep abreast emerging technologies Team player mindset Understanding respect cultural diversity,5000.0,8500.0,6750.0,High,%business,python%sql%spark%tableau%optimization%qlik%.net
MCF-2020-0050645,Permanent,Head of Data Engineering,STAFFONDEMAND PTE. LTD.,Posted 29 Feb 2020,8,Senior Management,General Management Information Technology,Highly experienced architecting data solutions latest hardware software engineering competencies. Focus cloud based DWH architecture latest DWH technologies BI tools cloud capabilities. Demonstrated moving data existing platforms cloud architecture. Worked closely business stakeholders data science product teams deploy reporting analytics solutions leveraging tools BigQuery Google Data Studio HADOOP SPARK HANA Tableau Must worked new e- business models data architected especially customer products. Managed - data governance standards data protocols data security privacy disciplines. Worked closely product vendors deliver high quality solutions leveraging latest technical negotiating optimal pricing. Managed budgets drive financial discipline achieve business outcomes profitable manner,13000.0,20000.0,16500.0,High,%engineering%business,%hadoop%spark%tableau%cloud
MCF-2020-0050648,Permanent,User Research Lead (Fairprice),STAFFONDEMAND PTE. LTD.,Posted 29 Feb 2020,7,Manager,Engineering,Both Lead Practitioner - Lead researchers explore opportunities generate product service ideas evaluate designs- -progress conduct causal research explain behaviour research data stores online e-commerce Guide members help effectively product cross functional teams Be thought leader research help guide members stakeholders moving towards customer data informed organisation Design conduct generative user research qualitative (field observations remote -person usability studies ) quantitative methods (surveys). Triangulate qualitative research inputs Data Science Surveys Market Research Secondary data Collaborate closely researchers designers product managers data scientists marketing operations managers engineers ensure research deliver integrated every product provides holistic view users Present research findings recommendations project stakeholders written reports oral presentations demonstrate impact Demonstrate strong analytical problem solving quickly develop recommendations based quantitative qualitative evidence Build customer across organisation improve products build customers champion users. Deliver high quality supervision. Ability focus business goals align research findings goal create impact effort BA/BS Computer Science Human-Computer Interaction Cognitive Science Experimental Psychology Anthropology Information Science field equivalent practical . A minimum 7 product development research setting. Minimum 2 managing Experience working across full product lifecycle Organized detail oriented independently multiple projects . Strong oral written communication . Excellent assessment analysis Self starter initiative keeping relevant partners loop Familiarity programming language used data manipulation computational statistics ( Python R Matlab C++ Java Go) SQL. Experience remote usability testing tools.,6000.0,12000.0,9000.0,High,%computer science%statistic%business,python%java%sql%c++
MCF-2020-0050254,Permanent,AVP Enterprise Data Governance,SCIENTE INTERNATIONAL PTE. LTD.,Posted 28 Feb 2020,10,Manager,Insurance,Degree Computer Science Engineering Information Technology Statistics institute Minimum working 2 - data governance data quality data management Solid industry standards challenges use data information Strong understanding various data management disciplines like master/reference data management data quality management Strong change management organizational transformation programs Keen interest business process modeling -engineering Understanding updated various data technology landscape. Six Sigma Certification Knowledge Data Science Data Analytics Experience Insurance Industry. Develop maintain data governance framework policies organizations strategic objectives business needs Work key partners data standards guidelines across various data management disciplines Manage standard information architecture best practices accordance overall architecture Strategize communication strategy publish data governance policies & guidelines raise user awareness facilitate self-service Ensure proper across technical stakeholders support data program Involve root cause analysis Data Incidents provide recommendations corrective & actions Involved risk evaluation suggesting effective risk controls Actively involved supporting Data Governance Committee Data Governance Working Group member .,5000.0,10000.0,7500.0,High,%master%degree%computer science%engineering%statistic%business,
MCF-2020-0050299,Permanent,DATA ENGINEER,MAGRATH (SINGAPORE) PTE. LTD.,Posted 28 Feb 2020,5,Professional,Banking  Finance,Gather process raw data scale (including writing scripts web scraping APIs write SQL queries .). Process unstructured data form suitable analysis. Monitoring performance advising necessary infrastructure changes. Implement data microservices. Collaborate closely ensure consistency maximize -use software components. Bachelors Degree Computer Science Engineering subject. Experience data mining applications preferably finance- applications Proficiency Python C++ development. Experience SQL NoSQL technologies. Experience developing scripting debugging performance tools Unix/Linux based development environment. Critical thinking: track complex data engineering issues evaluate different algorithmic approaches analyze data solve problems. Self-starter: rapidly learn apply new technologies projects. Team player excellent communication . Capable developing industrial software components colleagues across . Knowledge / interest trading financial markets. Experience highly available distributed systems. Experience web application development Experience real-time high performance software applications. Experience large datasets web traffic weather Wikipedia credit card transactions . Exposure KDB+ database q scripting.,10000.0,14000.0,12000.0,High,%degree%computer science%engineering,python%sql%linux%c++%api%unix
JOB-2019-0225564,Permanent,Assistant Director Strategic Planning and Policy (Data & Statistical Analysis),INTELLECTUAL PROPERTY OFFICE OF SINGAPORE,Posted 28 Feb 2020,3,Manager,Public  Civil Service,Plan coordinate deliver range research statistical analysis support policy formulation Shape organisational directions undertaking quantitative research IP innovation ecosystem (including data visualisation ) Support national efforts grow Singapores innovation ecosystem build assets IP marketplace. A Degree Economics Data Science Statistics Mathematics field At relevant data / statistical analysis The capacity ( ) generate new ideas/insights (b) challenge established assumptions (c) practical solutions The articulate write clearly The willingness experiment risks A player.,4600.0,7600.0,6100.0,High,%degree%statistic%math,
MCF-2020-0050052,Permanent,Lead Product Manager - Grablink,GRABLINK PTE. LTD.,Posted 28 Feb 2020,3,Professional,Engineering,In role open creativity define vision product responsible strategy roadmap feature definition product. You leader role would require strong collaboration across various point stakeholders nearly functions. Shape overall product vision roadmap Grab start- regional . Collaborate engineering define ambitious strategy develop maintain product backlog execute delivering great experiences users. Define communicate product requirements specifications thinking creatively solve problems solved scale. Ensure strong collaboration communication across company serve primary point contact internal stakeholders across nearly functions company - marketing sales operations data science engineering content customer service payments IT. Collect data user feedback market research use inform product development. 3+ senior product management tech software company Masters computer science software engineering information technology business finance economics fields Strong analytical creative problem solving Strong business acumen customer focused results-oriented Strong interest logistics pricing supply-demand economics Programming Grab user Consumer tech Payments would plus,12000.0,18000.0,15000.0,High,%master%computer science%engineering%business,
MCF-2020-0048687,Permanent,Senior Data Scientist - Data Intelligence Expert,PALO IT SINGAPORE PTE. LTD.,Posted 27 Feb 2020,10,Professional,Consulting Information Technology,Help train develop advanced analytics drive increase Data Analytics capability company clients. Act thought leader internally externally drive use Big data technologies analytics methodologies. Work closely sales meet clients/prospects services within Big Data space. Write proposals set POC clients prospects. Be company relevant conferences networking industry leaders seeking appropriate speaking opportunities. Identify use cases allowing AI & Machine learning capabilities Define data science approaches fit clients business challenges state- - -art methods solve problems large dimensionality computationally efficient statistically effective manner Build advanced algorithms statistical machine learning techniques identify trends patterns predictive signals large data sets Communicate algorithms results limits potential improvement meaningful way 10 + Business Intelligence / Big Data / Analytics . Familiar : Proven planning implementing global analytics business intelligence strategies. History building effective business partnerships within organisations across sectors industries. Ability communicate vision purpose teams clients.,8000.0,12000.0,10000.0,High,%statistic%business,%machine learning%.net
MCF-2020-0049132,Permanent,Energy Engineer,METRON APAC PTE. LTD.,Posted 27 Feb 2020,5,Professional,Engineering,METRON looking engineers passionate Energy Digital Technologies METRONs culture ambitious open-minded Energy Efficiency Industry. METRON developed technological platform customers factories achieve energy savings AI machine learning human expertise. We provide customers METRON-EVA Energy Virtual Assistant platform dedicated human subject matter experts energy ICT data science. Founded METRON fast-growing scale- operational offices Paris Milan Singapore Dubai Sao Paulo Bogota Mexico. METRON become key player new renewable digital energy . Conducting feasibility Industrial site identify quantify implement actions energy savings. Implement METRONs digitalization solutions Master Data Science tools methodologies detect energy efficiency opportunities: statistical models digital energy mapping energy dashboards Prepare present project milestones deliverables client: presentation analysis reports dashboards . Model factories Set relevant dashboards Identify propose energy improvements Implement various solutions integrating industrial customer data platform Participate technical understanding customer needs pre-sales Create partnership stakeholders management energy projects: Support customer throughout implementation energy optimization phases Manage project: control milestones deadlines meet customer needs Travel 30% time Master Science mechanical engineering equivalent strong focus energy management industry HVAC thermodynamics / control systems. Technical experiences within either engineering company process project management operation energy efficiency Industrial field. Very oral written communication Japanese English. You project players world energy industrial environment As force proposal creative identifying potential energy savings implementing complex environments. Dynamic autonomous analytical curious problem solving rigorous attitude. Proactive communication project stakeholders (internal external) Proficiency English written oral communication Experience: 5 Background Industrial mechanical engineering Specialization: Project Management Energy Processes Industry. Field study: University Diploma Engineering School Master Science Engineer ( 5 ) training use energy industrial environment Technical Experience ( 5 ) Energy Efficiency Project Management Industries Health insurance A flexible environment emphasis -life balance home. Professional development support Paternity/Maternity,3000.0,6000.0,4500.0,Low,%master%engineering%statistic,%git%machine learning%optimization
MCF-2020-0048842,Permanent,Principal Analyst (Finance Analytics),SINGHEALTH COMMUNITY HOSPITALS,Posted 27 Feb 2020,8,Manager,Banking  Finance Engineering Healthcare  Pharmaceutical Others,Masters Degree / Bachelors Degree Finance Statistics Mathematics Computer Science/Engineering Business Analytics quantitative disciplines. Preferably 5 technical 2 role. Very theoretical understanding financial/statistical modelling machine learning data mining track record solving problems methods Experience healthcare finance preferred Prior algorithms coding proficiency tools R/Python/SQL. Good understanding MATLAB SPSS STATA Strong analytical problem-solving Ability independently well fast-paced environment.,4500.0,6500.0,5500.0,Med,%master%degree%computer science%engineering%statistic%math%business,python%sql%machine learning
MCF-2020-0047856,Permanent,Researcher,NEC ASIA PACIFIC PTE. LTD.,Posted 26 Feb 2020,3,Middle Management,Sciences  Laboratory  R&D,Research & Development social solution create new social value finding customers/social problems customer data(video images data text data sensing data .) creating way solve customers issues utilizing existing analytic technologies. Expertise standard statistical algorithms data analytics technologies. Ph.D. Masters Degree Computer Science Operations Research Applied Statistics Data Mining Machine Learning Physics quantitative discipline. At 5 relevant capacity. Deep understanding statistical predictive modeling concepts machine-learning approaches clustering classification techniques recommendation optimization algorithms. Expert analyzing large complex multi-dimensional datasets variety tools. Good database technologies. Good programming C/C++ Java Python / R Good use statistical analysis environments R MATLAB SPSS SAS preferred. Good BI tools Power BI Tableau Microstrategy equivalent. Experience delivering world-class data science outcomes solve complex analytical problems quantitative approaches unique analytical mathematical technical desirable. Excellent written oral communication . Knowledge Public Safety Transportation Healthcare domains .,4500.0,6000.0,5250.0,Med,%master%degree%computer science%statistic%math%ph.d,python%java%c++%tableau%power bi%sas%machine learning%optimization
MCF-2020-0072203,Permanent,Data Engineer,PUMAS AUTOMATION & ROBOTICS PTE LTD,Posted 26 Mar 2020,2,Professional,Consulting Engineering Information Technology,Develop architecture IIoT data ingestion processing build smart factory solutions. Provide customers data analytics intelligence. Engineer deploy scalable infrastructure big-data tools enable applications real-time detection predictive capabilities. Background computer science engineering. Ability data many different sources analyze extract organize relevant information. Deep descriptive predictive prescriptive data analytics. Industry data science analysis exposure structured semi-structured non-structured data. Good Python analytics libraries. Additional web technologies JavaScript REST Java .net plus. Good understanding software development life cycle defining user requirements testing deployment. Sound Machine Learning (ML) building Deep Learning (DL) models plus. Experience manufacturing data plus. Exposure Big data technology eg. Cassandra Hadoop Apache Spark. Previous exposure IaaS platforms Azure Google AWS.,3500.0,6000.0,4750.0,Med,%computer science%engineering,python%java%scala%hadoop%spark%deep learning%apache%aws%azure%cassandra%machine learning%.net
MCF-2020-0071969,Contract Permanent,Senior Research Engineer (Computer Science),NANYANG TECHNOLOGICAL UNIVERSITY,Posted 26 Mar 2020,5,Manager,Information Technology,Design implement natural language processing (NLP) algorithms models semantic analysis e.g. topic modeling embedding -entity recognition resolution parsing graph Application NLP information retrieval (IR) relevancy ranking spatiotemporal consideration Conduct translational research apply state- - -art solutions scale real world challenges Documentation scientific reporting Mentoring junior staff PhD computer science Minimum 5 software development Experience excellent research background NLP Passionate NLP AI research innovations applications Proficient one programming languages (e.g. Python C/C++ .) research packages/modules Experience large-scale text processing analytics Good track records publication,5500.0,8250.0,6875.0,High,phd%computer science,python%nlp%c++%natural language
MCF-2020-0071269,Permanent,Software Architect (Data Science),YOJEE PTE. LTD.,Posted 25 Mar 2020,2,Executive,Engineering,Prototyping faster & scalable machine learning optimisation algorithms cutting edge research solve logistics problems finding best possible cost efficient multi modal route planning NP-hard problems . Build maintain scalable data pipeline consume data multiple sources. Basic data cleansing preparation. Build analysis visualisation business purposes sales pitches. Build solutions Big Data technologies potentially data respond meaningful results real time. Minimum Bachelor Degree Computer Science Computer Engineering equivalent . Minimum 2 machine learning data analysis. Proficient software programming database Python Scala Java SQL scikit-learn MapReduce Spark Apache Hadoop. Knowledge Big Data Frameworks Spark Hadoop . Proficient experienced working statistical models Regression Clustering Classification . Experience working agile software development practices. Ability globally distributed . Singaporeans PRs encouraged apply position. Scikit-learn. Machine learning . Scala Java. Proficient experienced working statistical models Regression Clustering Classification .,5700.0,7400.0,6550.0,High,%degree%computer science%engineering%statistic%computer engineering%business,python%java%scala%hadoop%sql%spark%scikit%apache%mapreduce%agile%machine learning
MCF-2020-0070847,Permanent,Manager (Data Security) (JD#5939),SCIENTE INTERNATIONAL PTE. LTD.,Posted 25 Mar 2020,5,Manager,Information Technology,Degree Computer Science Engineering Information Technology Information Security Data Science Minimum 3 relevant Data security governance policies framework standards Good Information Security Governance Risk Management Compliance Regulatory Knowledge industry standards challenges managing data security risk result data sharing data exchange Some understanding taking concept successful implementation Ability help define articulate enterprise data security strategic vision translate steps Well versed stakeholder management excellent communication Should resourceful analytical proactive nature. CISSP CISM CISA certifications Experience data science data platforms. Design implement enterprise level data security framework standards guidelines processes enable secure data sharing Work key partners Data Security policies support Enterprise Data Ecosystem Ensure compliance across enterprise assess risk ( upstream ) involved Understand data flows/ data sources support enhancement transformation data management practices use data securely Engage different levels stakeholders data owners enhance data security capabilities practices Work Security Practitioners ensure proper data exchange data protection data .,4500.0,8000.0,6250.0,High,%degree%computer science%engineering,
